project,owner,status,countries,type,lat,lng,route,url,capacity1,capacity_unit1
South–North Pipeline Korea,"Daehan Oil Pipeline Corporation, 100.00%",operating,South Korea,Oil,,,"37.664627,126.835219:37.556308,126.988165:37.401048,127.113138",https://www.gem.wiki/South%e2%80%93North_Pipeline_Korea,"400,000.00",BOE/d
Trans-Korea Oil Pipeline,"Daehan Oil Pipeline Corporation, 100.00%",operating,South Korea,Oil,,,Capacity expansion only,https://www.gem.wiki/Trans_Korea_Oil_Pipeline,"15,000.00",BOE/d
Trans-Korea Gas Pipeline,"KOGAS, Gazprom",proposed,South Korea,Gas,,,"43.123022,131.910170:40.869514,127.699119:35.216414,127.754736",https://www.gem.wiki/Trans-Korea_Gas_Pipeline,"184,629.69",BOE/d
Greater Nile Oil Pipeline,"China National Petroleum Corporation, 40.00%, Petronas, 30.00%, Oil and Natural Gas Corporation Limited, 25.00%, Ministry of Energy & Mining of Sudan, 5.00%",operating,"South Sudan, Republic of Sudan",Oil,,,"19.6177285,37.2119808:19.3940679,36.6064453:18.5629474,36.4306640:18.0309747,34.0026855:16.9096836,33.7170410:16.3201394,32.6953125:15.512087,32.559537:12.8546489,27.9931640:11.2646122,28.4765625;15.512087,32.559537:10.462069,32.540131",https://www.gem.wiki/Greater_Nile_Oil_Pipeline,"250,000.00",BOE/d
Lamu Port-South Sudan (LAPSSET) Pipeline,"Government of Kenya, 100.00%",proposed,"South Sudan, Kenya",Oil,,,"4.35736592,34.1564941:3.71078200,34.5629882:3.60114232,35.2221679:3.11857621,35.6396484:0.65916514,36.3208007:0.342436,37.589558:-0.4504348,39.6826171:-2.0430239,40.9570312;0.342436,37.589558:2.335342,37.993598:3.521088,39.054723",https://www.gem.wiki/Lamu_Port-South_Sudan_(LAPSSET)_Pipeline,"160,000.00",BOE/d
Extremadura Pipeline,"Iberdrola, 100.00%",cancelled,Spain,Oil,,,"42.705574,-6.923521:41.594899,-6.035365:37.261850,-6.944756",https://www.gem.wiki/Extramadura_Pipeline,,
Midi-Catalonia Pipeline,"Enagás, Teréga",cancelled,"Spain, France",Gas,,,"41.743748,2.627755:48.794718,1.471455",https://www.gem.wiki/Midi-Catalonia_Pipeline,"124,241.25",BOE/d
Al Andalus Pipeline,Enagás,operating,Spain,Gas,,,"36.009788,-5.606309:37.897184,-4.798814;37.897184,-4.798814:37.777028,-3.783187:37.184190,-3.608060;37.391139,-4.766370:36.722636,-4.421829;37.184190,-3.608060:36.748795,-3.518455;36.722636,-4.421829:36.425536,-5.150065",https://www.gem.wiki/Al_Andalus_Pipeline,"198,786.00",BOE/d
Algete-Haro Gas Pipeline,Enagás,operating,Spain,Gas,,,"40.58592346, -3.54579975: 40.60742122, -3.5370499: 40.67605104, -3.54300047: 40.73065925, -3.58209063: 40.88067263, -3.64209598: 40.93317731, -3.6220942: 41.06568913, -3.59959219: 41.12069404, -3.60209241: 41.2357043, -3.64959665: 41.44072258, -3.69210044: 41.59573641, -3.71710267: 41.67040032, -3.68919968: 41.91552077, -3.75620787: 42.33614183, -3.75620787: 42.34600051, -3.69100046: 42.56387564, -2.87952449: 42.56585546, -2.88239723",https://www.gem.wiki/Algete-Haro_Gas_Pipeline,,
Algete-Yela Gas Pipeline,Enagás,operating,Spain,Gas,,,"40.596250,-3.505144:40.823525,-2.781027",https://www.gem.wiki/Algete-Yela_Gas_Pipeline,,
Almería-Chinchilla Gas Pipeline,Enagás,operating,Spain,Gas,,,"38.8923695702509, -1.71943:  38.7793232989746, -1.71704:  38.6012228210496, -1.73364:  38.5258631736977, -1.66726:  38.4618165537468, -1.68272:  38.4297718968377, -1.71636:  38.318504438079, -1.72102:  38.236665262612, -1.79515:  38.1929874388873, -1.79352:  38.1402822619404, -1.82459:  38.0836782280338, -1.83113:  38.0193022295838, -1.87854:  37.9613154368635, -1.87037:  37.9019926871391, -1.85565:  37.8271262281467, -1.8671:  37.6800082881554, -1.89; 37.6800079405405, -1.89:  37.4077205678854, -1.96004:  37.3997434714299, -1.96372:  37.3930952423389, -1.96439:  37.3816589089018, -1.95569:  37.3742110563398, -1.95703:  37.3641020734866, -1.96807:  37.3561203354216, -1.97109:  37.3531934854395, -1.97175:  37.340686568212, -1.96539:  37.3289760768676, -1.96807:  37.3172637599911, -1.96707:  37.28211585822, -1.92824:  37.2775880406936, -1.90949:  37.2693307310704, -1.9038:  37.2581419636705, -1.90146:  37.2536127042933, -1.90046:  37.2376036456944, -1.89486:  37.2108251151965, -1.89227:  37.1737314555266, -1.92849:  37.1737314555266, -1.94142:  37.1572395358612, -1.9466:  37.1428061543397, -1.95953:  37.1428061543397, -1.9854:  37.1386818250805, -1.99833:  37.1118682043976, -2.02679:  37.0912358792509, -2.05007:  37.0891723376826, -2.06042:  37.0705979352914, -2.05783:  37.05408353535, -2.05007:  37.0437602099073, -2.04231:  37.0334354804229, -2.03455:  37.0107161340414, -2.03972:  37.0045187695932, -2.06301:  36.9714576267352, -2.0837:  36.9466523409892, -2.14838:  36.9404497570645, -2.20011:  36.9114976896026, -2.21046:  36.8680489773912, -2.22081:  36.8618400000021, -2.25961:  36.8701185243976, -2.30876:  36.8390694332856, -2.44846",https://www.gem.wiki/Almer%C3%ADa-Chinchilla_Gas_Pipeline,,
Baleares Gas Pipeline,Enagás,operating,Spain,Gas,,,"38.946109,-0.644814:38.842685,0.107364;38.842685,0.107364:38.982390,1.305725;38.982390,1.305725:38.907235,1.420438:39.569874,2.658225",https://www.gem.wiki/Baleares_Gas_Pipeline,,
Córdoba-Madrid Pipeline,Enagás,operating,Spain,Gas,,,"38.1899989599442, -3.7803:  38.1555831948288, -3.8595:  38.1492934281142, -3.89949:  38.1131167443255, -3.97748:  38.1083967246142, -4.00347:  38.0784961842424, -4.07346:  38.0587837628099, -4.16034:  38.0229620853535, -4.20343:  38.0135324158871, -4.29201:  37.9097259997352, -4.67982; 38.19, -3.7803: 38.28, -3.386; 38.2802829778344, -3.386:  38.3196980179584, -3.32188:  38.3356256789374, -3.31868:  38.3616054001067, -3.36783:  38.3716595641854, -3.386:  38.4570635537616, -3.38493:  38.5131073045713, -3.40523:  38.5749557107929, -3.39562:  38.6066950300957, -3.38386:  38.64509753581, -3.38066:  38.7126693357292, -3.35501:  38.8176541740068, -3.35394:  38.8875582200577, -3.34967:  38.9133387836678, -3.32723:  38.9307977179219, -3.33257:  38.9590554545132, -3.34539:  39.2711365413173, -3.32865:  39.3194469066414, -3.34837:  39.3898635664431, -3.35012; 38.1900005380129, -3.7803:  38.2802795583463, -3.38599; 40.0100187506799, -3.20698:  39.9372709960707, -3.22333:  39.8072268402605, -3.25371:  39.6985185888725, -3.27942:  39.6319513363626, -3.28176:  39.5860365836001, -3.3063:  39.5337828077539, -3.31915:  39.4986245155072, -3.31682:  39.4760777901221, -3.30864:  39.4481096985781, -3.33434:  39.424107088523, -3.36156:  39.3898129655976, -3.35014; 40.01001868, -3.20698467: 40.02641495, -3.18914487: 40.05737875, -3.17734914: 40.09129149, -3.16481617: 40.13699996, -3.16260447: 40.190818, -3.17956084: 40.27043921, -3.12648003: 40.34858595, -3.1257428: 40.39060825, -3.14638533: 40.44295183, -3.08150879: 40.49455817, -3.06381519: 40.54226399, -3.03816679: 40.5589423, -3.00801753: 40.58845009, -3.03688384: 40.66414397, -2.98749038: 40.70904712, -2.94130428: 40.806731, -2.82259404; 40.2230021813979, -3.68099:  40.1499684451429, -3.61105:  40.1386538808902, -3.50744:  40.0933767811896, -3.48277:  40.0745024263896, -3.43672:  40.0745024263896, -3.36107:  40.050587398965, -3.33804:  40.0518462938957, -3.29528:  40.0100185945755, -3.20698",https://www.gem.wiki/C%C3%B3rdoba-Madrid_Gas_Pipeline,,
Eje Levante Gas Pipeline,Enagás,operating,Spain,Gas,,,"39.502487,-0.452265:38.949692,-0.648992;38.949692,-0.648992:38.079269,-0.941945;38.079269,-0.941945:37.625364,-0.996661;37.625364,-0.996661:37.673266,-1.697741;38.079269,-0.941945:37.971867,-1.131639;37.775658,-1.503267:37.971867,-1.131639;40.143993,-0.150647:39.958980,-0.243344:40.342629,-1.108576",https://www.gem.wiki/Eje_Levante_Gas_Pipeline,,
Eje Transversal Gas Pipeline,Enagás,operating,Spain,Gas,,,"39.391877,-3.232304:39.268217,-2.599453;39.268217,-2.599453:40.595286,-3.502147;39.004071,-1.841106:38.949692,-0.648992",https://www.gem.wiki/Eje_Transversal_Gas_Pipeline,,
Huelva-Córdoba Gas Pipeline,Enagás,operating,Spain,Gas,,,"37.247367,-6.949304:37.355431,-6.013082;37.355431,-6.013082:37.870809,-4.789464",https://www.gem.wiki/Huelva-C%C3%B3rdoba_Gas_Pipeline,,
País Vasco Gas Pipeline,Enagás,operating,Spain,Gas,,,"42.566654,-2.855878:43.123095,-2.421273;43.205137,-2.891148:43.123095,-2.421273;43.417684,-2.730665:43.207996,-2.775631;43.207996,-2.775631:42.566654,-2.855878",https://www.gem.wiki/Pa%C3%ADs_Vasco_Gas_Pipeline,,
Ruta de la Plata Gas Pipeline,Enagás,operating,Spain,Gas,,,"41.5060001617553, -5.644:  41.3905451273871, -5.67449:  41.3779991075325, -5.69957:  41.3160176558989, -5.70375:  41.2775438195802, -5.72883:  41.1359822711292, -5.72605:  41.002883547324, -5.74883:  40.953439712311, -5.75167:  40.8479792859124, -5.76876:  40.8221266137668, -5.80862:  40.7121403091289, -5.84279:  40.4786275406468, -5.85134:  40.2116897955399, -5.90829:  40.1485994184189, -5.99371:  40.0745566951347, -6.04497:  39.9502454634306, -6.13324:  39.9371469017719, -6.1788:  39.9000206935738, -6.20442:  39.8235210166832, -6.19873:  39.657113895692, -6.18164:  39.6483444975632, -6.1731:  39.6132557815563, -6.18164:  39.4925026284593, -6.17595:  39.4749210271525, -6.18164:  39.4485402919559, -6.16456:  39.2746176280943, -6.2272:  39.0175401214433, -6.29011:  38.9576756563272, -6.34864:  38.8665847353714, -6.324:  38.7801802713539, -6.324:  38.7112711276379, -6.38256:  38.7112711276379, -6.38265;43.399000001017, -5.847:  43.2837141565397, -5.83934:  43.2124811761622, -5.81221:  43.1705225500625, -5.84021:  43.1376158953449, -5.90554:  43.1012845413271, -5.88376:  43.0524303148985, -5.8962:  43.0274200681499, -5.87754:  42.9398039274868, -5.86976:  42.9181651540651, -5.84487:  42.8691651246037, -5.84643:  42.8258303699233, -5.77488:  42.7356424074103, -5.7671:  42.7025024725429, -5.74844:  42.6567631757462, -5.69089:  42.6315922113719, -5.71888:  42.6123054029444, -5.73426:  42.4561610671437, -5.73426:  42.4299657776709, -5.75201:  42.4052774459228, -5.76018:  42.3808380756534, -5.75467:  42.35435135241, -5.70503:  42.1706755049208, -5.68021:  42.0356398976818, -5.67745:  41.9803151784698, -5.70503:  41.8941588827785, -5.65815:  41.7420765651592, -5.71606:  41.6720798388439, -5.71882:  41.6081928845014, -5.68021:  41.5751941940486, -5.65264:  41.5060001627704, -5.644",https://www.gem.wiki/Ruta_de_la_Plata_Gas_Pipeline,,
Tivissa-Barcelona Gas Pipeline,Enagás,operating,Spain,Gas,,,"41.472503,2.202324:41.488760,2.196786;41.265691,1.601649:41.041165,0.737540;41.339977,2.127393:41.265691,1.601649",https://www.gem.wiki/Tivissa-Barcelona_Gas_Pipeline,,
Yela–Villar de Arnedo Gas Pipeline,Enagás,operating,Spain,Gas,,,"42.321005,-2.089878:41.608702,-2.420584;41.608702,-2.420584:40.823444,-2.781782",https://www.gem.wiki/Yela%E2%80%93Villar_de_Arnedo_Gas_Pipeline,,
Tarifa-Córdoba Gas Pipeline,Enagás,operating,Spain,Gas,,,"36.009788,-5.606309:37.897184,-4.798814",https://www.gem.wiki/Tarifa-C%C3%B3rdoba_Gas_Pipeline,,
Córdoba-Jaén-Granada Gas Pipeline,Enagás,operating,Spain,Gas,,,"37.897184,-4.798814:37.777028,-3.783187:37.184190,-3.608060",https://www.gem.wiki/C%C3%B3rdoba-Jaen-Granada_Gas_Pipeline,,
Puente Genil–Málaga Gas Pipeline,Enagás,operating,Spain,Gas,,,"37.391139,-4.766370:36.722636,-4.421829",https://www.gem.wiki/Puente_Genil%E2%80%93M%C3%A1laga_Gas_Pipeline,,
Larrau–Villar de Arnedo Gas Pipeline,Enagás,operating,Spain,Gas,,,"42.736121,-1.293941:42.499369,-2.881781",https://www.gem.wiki/Larrau%E2%80%93Villar_de_Arnedo_Gas_Pipeline,,
Zarza de Tajo–Yela Gas Pipeline,Enagás,operating,Spain,Gas,,,"40.074319,-2.132919:40.408597,-3.698085:40.643457,-3.197205",https://www.gem.wiki/Zarza_de_Tajo%E2%80%93Yela_Gas_Pipeline,,
Castelnou-Tivissa Gas Pipeline,Enagás,operating,Spain,Gas,,,,https://www.gem.wiki/Castelnou-Tivissa_Gas_Pipeline,,
Guitiriz-Lugo Gas Pipeline,Enagás,operating,Spain,Gas,,,"43.181061,-7.893496:43.297222,-7.680593:43.150374,-7.684023",https://www.gem.wiki/Guitiriz-Lugo_Gas_Pipeline,,
Segovia-Avila Gas Pipeline,Redexis Gas,operating,Spain,Gas,,,"40.929946,-4.062825:40.681597,-4.633321",https://www.gem.wiki/Segovia-Avila_Gas_Pipeline,,
Getafe-Cuenca-Fuentes Gas Pipeline,Enagás,operating,Spain,Gas,,,"40.303641,-3.730969:39.944256,-2.026315",https://www.gem.wiki/Getafe-Cuenca-Fuentes_Gas_Pipeline,,
Castellón de la Plana-Girona Gas Pipeline,Enagas,operating,Spain,Gas,,,"39.989,-0.0780: 40.0405176, -0.01782525: 40.11233304, 0.03388187: 40.18414848, 0.08271637: 40.25021869, 0.11431516: 40.27032701, 0.15165919: 40.35363292, 0.14878657: 40.45130192, 0.1200604: 40.48290071, 0.14016872: 40.50588165, 0.21772939: 40.60929588, 0.38434121: 40.66674823, 0.52509947: 40.80463388, 0.63138632:40.89081241, 0.70032914: 40.96550046, 0.64574941: 41.04101098, 0.70359394; 41.97600214, 2.81800536: 41.39800041, 2.17400104;41.04099668, 0.70359508: 41.39800036, 2.17400133",https://www.gem.wiki/Cartagena-Girona_Pipeline,,
Cordoba–Campo Major Pipeline,,operating,Spain,Gas,,,"38.982, -7.059: 38.87665, -6.9714;38.711202, -6.382539: 38.87665, -6.9714; 38.7112688707851, -6.38262:  38.6553333400081, -6.27033:  38.5993199504349, -6.18191:  38.5675596095464, -6.11021:  38.5189578067595, -6.00027:  38.4403778401694, -5.83297:  38.2960921946885, -5.52466:  38.2566916551393, -5.42667:  38.2266578482267, -5.3478:  38.2003680904299, -5.30478:  38.1759476695503, -5.25459:  38.1383618068492, -5.16377:  38.0763027895732, -5.05861:  38.0518408252844, -4.99886:  38.0405479296971, -4.93911:  38.0160740141446, -4.90326:  37.9060000425185, -4.6800",https://www.gem.wiki/Cordoba%E2%80%93Campo_Major_Pipeline,,
South Transit East Pyranees (STEP) Gas Pipeline,"Enagás, Teréga",cancelled,"Spain, France",Gas,,,"41.740802,2.630974:42.268362,2.949537:43.175191,2.513621",http://bit.ly/2RqrmQt,,
Spain-Portugal Interconnector Gas Pipeline,Enagás,cancelled,Spain,Gas,,,"41.503290,-5.746940:41.741776,-6.559922",http://bit.ly/2NyYUuU,,
Guitiriz-Zamora-Adradas Gas Pipeline,Enagás,proposed,Spain,Gas,,,"43.192834,-7.907258:43.009083,-7.555811:42.609196,-6.808312:42.581671,-6.468371:41.504126,-5.753938:41.325151,-3.671641:41.350495,-2.474012",https://www.gem.wiki/Guitiriz-Zamora-Adradas_Gas_Pipeline,,
Alcazar de San Juan–Chinchilla Gas Pipeline,Enagás,operating,Spain,Gas,,,"39.3898942940067, -3.35009:  39.3533962934251, -3.27252:  39.3453143897783, -3.19937:  39.322680087166, -3.14502:  39.2741533396325, -2.94017:  39.2077790629818, -2.85865:  39.1867204488694, -2.6977:  39.1980604869443, -2.51167:  39.1721377110411, -2.39044:  39.1445842872936, -2.31937:  39.0878226782317, -2.21277:  39.0342627174222, -2.05809:  39.0115280357453, -1.96403:  38.9058784133682, -1.83443:  38.8924159132334, -1.71977",https://gem.wiki/Alcazar_de_San_Juan–Chinchilla_Gas_Pipeline,,
Alessandria–Cortemaggiore Gas Pipeline,Snam,operating,Spain,Gas,,,"44.991076, 9.920891: 44.90008, 8.60944",https://gem.wiki/Alessandria–Cortemaggiore_Gas_Pipeline,,
Alfarras–Pinasses Gas Pipeline,Enagás,operating,Spain,Gas,,,"41.82882735, 0.56908998: 41.81143753, 0.63283449: 41.83863297, 0.68139777: 41.84640309, 0.69305296: 41.85223069, 0.72413346: 41.85223069, 0.73773118: 41.85223069, 0.76881168: 41.8405755, 0.7824094: 41.82503525, 0.79212205: 41.81920766, 0.80183471: 41.809495, 0.81931749: 41.80366741, 0.84262787: 41.79978234, 0.85234052: 41.79978234, 0.86399571: 41.79978234, 0.87370837: 41.79783981, 0.88147849: 41.79978234, 0.89701874: 41.79783981, 0.90867393: 41.79783981, 0.92615671: 41.79978234, 0.93198431: 41.80560994, 0.9436395: 41.81143753, 0.95529468: 41.81532259, 0.96306481: 41.81920766, 0.96694987: 41.82309272, 0.97083493: 41.82697778, 0.97277747: 41.83086284, 0.97860506: 41.83280538, 0.97860506: 41.83669044, 0.98249012: 41.84251803, 0.98831772: 41.85028816, 1.0058005: 41.85417322, 1.01745569: 41.85611575, 1.02134075: 41.85805828, 1.02716834: 41.86582841, 1.04076606: 41.871656, 1.05630631: 41.87359853, 1.06019137: 41.87554106, 1.06601897: 41.87942613, 1.08350175: 41.87942613, 1.09515694: 41.88136866, 1.11652478: 41.88136866, 1.11846731: 41.88136866, 1.12817997: 41.87942613, 1.14566275: 41.87942613, 1.15149035: 41.8774836, 1.15926047: 41.85086928, 1.21294837: 41.81738698, 1.23425529: 41.81129929, 1.28600066: 41.81129929, 1.31948296: 41.82043082, 1.35296526: 41.82347467, 1.36514064: 41.83565005, 1.3894914: 41.84478159, 1.41079832: 41.85391312, 1.43210523: 41.86304466, 1.44428061: 41.87826389, 1.46558753: 41.88739542, 1.48689445: 41.90261465, 1.53255213: 41.90870234, 1.56603443: 41.90870234, 1.60560442: 41.90565849, 1.63299902: 41.8995708, 1.67561286: 41.89043927, 1.712139: 41.88739542, 1.72431438: 41.87522004, 1.77301591: 41.87217619, 1.78214744: 41.87217619, 1.79127898: 41.87399517, 1.79199142",https://gem.wiki/Alfarras–Pinasses_Gas_Pipeline,,
Aranda–Soria Gas Pipeline,Enagás,operating,Spain,Gas,,,"41.67040032, -3.68919967: 41.64808323, -3.57806019: 41.64808323, -3.43609167: 41.64453402, -3.30477079: 41.63033717, -3.19119598: 41.61968953, -3.10956408: 41.64808323, -2.92145579: 41.65518166, -2.76529042: 41.64098481, -2.57718213: 41.66601321, -2.3789792",https://gem.wiki/Aranda–Soria_Gas_Pipeline,,
Baneras–Pinasses Gas Pipeline,Enagás,operating,Spain,Gas,,,"41.87399315, 1.79199039: 41.27944858, 1.58081006",https://gem.wiki/Baneras–Pinasses_Gas_Pipeline,,
Barcelona–Girona Gas Pipeline,Enagás,operating,Spain,Gas,,,"41.97600214, 2.81800536: 41.39800041, 2.17400104",https://gem.wiki/Barcelona–Girona_Gas_Pipeline,,
Bilbao–Santander Gas Pipeline,Enagás,operating,Spain,Gas,,,"43.32944344, -4.19138824: 43.37468319, -4.00959488: 43.34949489, -3.99879989: 43.38907651, -3.83687507: 43.40706815, -3.79009679: 43.38294666, -3.27467023: 43.35324542, -3.18016629: 43.34244497, -3.11941376: 43.35459548, -3.0964628: 43.36122356, -3.09469925",https://gem.wiki/Bilbao–Santander_Gas_Pipeline,,
Burgos–Valladolid Gas Pipeline,Enagás,operating,Spain,Gas,,,"41.65519966, -4.72369829: 41.74062639, -4.66454501: 41.85293683, -4.5589732: 41.92481551, -4.36130683: 41.96524726, -4.11647009: 42.01241764, -3.88511059: 42.0258949, -3.75621898",https://gem.wiki/Burgos–Valladolid_Gas_Pipeline,,
Castelnou–Alfarras Gas Pipeline,Enagás,operating,Spain,Gas,,,"41.82899945, 0.56920047: 41.21668778, -0.29284956",https://gem.wiki/Castelnou–Alfarras_Gas_Pipeline,,
Cordoba–Alcazar De San Juan Gas Pipeline,Enagás,operating,Spain,Gas,,,"38.1899989599442, -3.7803:  38.1555831948288, -3.8595:  38.1492934281142, -3.89949:  38.1131167443255, -3.97748:  38.1083967246142, -4.00347:  38.0784961842424, -4.07346:  38.0587837628099, -4.16034:  38.0229620853535, -4.20343:  38.0135324158871, -4.29201:  37.9097259997352, -4.67982; 38.19, -3.7803: 38.28, -3.386; 38.2802829778344, -3.386:  38.3196980179584, -3.32188:  38.3356256789374, -3.31868:  38.3616054001067, -3.36783:  38.3716595641854, -3.386:  38.4570635537616, -3.38493:  38.5131073045713, -3.40523:  38.5749557107929, -3.39562:  38.6066950300957, -3.38386:  38.64509753581, -3.38066:  38.7126693357292, -3.35501:  38.8176541740068, -3.35394:  38.8875582200577, -3.34967:  38.9133387836678, -3.32723:  38.9307977179219, -3.33257:  38.9590554545132, -3.34539:  39.2711365413173, -3.32865:  39.3194469066414, -3.34837:  39.3898635664431, -3.35012",https://gem.wiki/Cordoba–Alcazar_De_San_Juan_Gas_Pipeline,,
Cordoba–Jaen Gas Pipeline,Enagás,operating,Spain,Gas,,,"37.9060031111216, -4.68002:  37.7790003679111, -4.05",https://gem.wiki/Cordoba–Jaen_Gas_Pipeline,,
Cordoba–Puertollano Gas Pipeline,Enagás,operating,Spain,Gas,,,"37.9060000904536, -4.68003:  37.9685520816314, -4.64847:  37.9848260444503, -4.62586:  38.0328519260155, -4.59932:  38.0684636978663, -4.56589:  38.1295826103512, -4.52165:  38.2748244713969, -4.41056:  38.3903668955799, -4.32195:  38.58663335634, -4.29409:  38.6860222751417, -4.10724",https://gem.wiki/Cordoba–Puertollano_Gas_Pipeline,,
Huesca–Alfarras Gas Pipeline,Enagás,operating,Spain,Gas,,,"42.23098957, -0.43599775: 42.19387895, -0.35041868: 42.16964322, -0.22924001: 42.1413682, -0.16730425: 42.08616458, -0.11210063: 42.07808601, -0.01919699: 42.02153596, 0.12891027: 41.93940375, 0.26220681: 41.91382159, 0.41435336: 41.85323225, 0.4843677: 41.82899652, 0.56919276",https://gem.wiki/Huesca–Alfarras_Gas_Pipeline,,
Jaen–Grenada Gas Pipeline,Enagás,operating,Spain,Gas,,,"37.7790003860654, -4.05:  37.1819996231739, -3.602",https://gem.wiki/Jaen–Grenada_Gas_Pipeline,,
Lacq–Navarra Gas Pipeline,"Enagás, GRTgaz",operating,"Spain, France",Gas,,,"42.69538895, -1.47607177: 43.01875718, -0.95571781; 43.0188, -0.9557: 43.421, -0.614",https://gem.wiki/Lacq–Navarra_Gas_Pipeline,,
Lorca–Chinchilla Gas Pipeline,Enagás,operating,Spain,Gas,,,"38.8923695702509, -1.71943:  38.7793232989746, -1.71704:  38.6012228210496, -1.73364:  38.5258631736977, -1.66726:  38.4618165537468, -1.68272:  38.4297718968377, -1.71636:  38.318504438079, -1.72102:  38.236665262612, -1.79515:  38.1929874388873, -1.79352:  38.1402822619404, -1.82459:  38.0836782280338, -1.83113:  38.0193022295838, -1.87854:  37.9613154368635, -1.87037:  37.9019926871391, -1.85565:  37.8271262281467, -1.8671:  37.6800082881554, -1.89",https://gem.wiki/Lorca–Chinchilla_Gas_Pipeline,,
Madrid–Algete Gas Pipeline,Enagás,operating,Spain,Gas,,,"40.22299872, -3.68100089: 40.24112526, -3.64509314: 40.25424574, -3.62934857: 40.28048669, -3.59785942: 40.33165655, -3.57030642: 40.38938665, -3.5532498: 40.48910228, -3.54144137: 40.5859252, -3.54580075",https://gem.wiki/Madrid–Algete_Gas_Pipeline,,
Oviedo–Tuy Gas Pipeline,Enagás,operating,Spain,Gas,,,"43.4897268688904, -8.21938:  43.3981441204366, -8.14104:  43.2661820052113, -8.04685:  43.1822881105039, -7.89334:  43.222978356455, -7.6561:  43.2509371573015, -7.51654:  43.309355012484, -7.44677:  43.4918656269166, -7.17115:  43.5045195582319, -6.95833:  43.5197007753071, -6.82226:  43.5121106441167, -6.72807:  43.5146407939246, -6.35476:  43.5222306068806, -6.21172:  43.399000001018, -5.847; 42.0248023633699, -8.6398:  42.0962139878445, -8.60289:  42.1822298200297, -8.53329:  42.2509583497628, -8.54199:  42.332476316583, -8.56809:  42.4074653043761, -8.58839:  42.4802260145951, -8.59709:  42.5144371070872, -8.57969:  42.5699902108052, -8.59999:  42.655359993672, -8.59419:  42.6980009997459, -8.54199:  42.7533905609568, -8.53329:  42.7895800710436, -8.48689:  42.825748434254, -8.44339:  42.9489872014482, -8.37959:  43.0825709853125, -8.34189:  43.1439642547502, -8.31289:  43.489727482963, -8.21938",https://gem.wiki/Oviedo–Tuy_Gas_Pipeline,,
Puertollano–Madrid Gas Pipeline,Enagás,operating,Spain,Gas,,,"38.6859884100714, -4.10729:  38.708622037697, -4.10104:  38.7448469019969, -4.03794:  38.9145797110305, -3.94983:  39.0704139279339, -3.90909:  39.2368132867615, -3.92123:  39.3433527720583, -3.82406:  39.3715272633197, -3.82811:  39.3934328999966, -3.84836:  39.7709999727078, -3.84026:  39.9233134214713, -3.84836:  40.1000689674855, -3.75928:  40.1493533710479, -3.71517:  40.2059325600545, -3.69313:  40.2229997805436, -3.681",https://gem.wiki/Puertollano–Madrid_Gas_Pipeline,,
Santander–Oviedo Gas Pipeline,Enagás,operating,Spain,Gas,,,"43.32940249, -4.19131849: 43.38246795, -4.25619203: 43.36976262, -4.32697885: 43.37883786, -4.54478446: 43.38246795, -4.5810854: 43.39154319, -4.59197568: 43.40061842, -4.66820764: 43.40061842, -4.70995372: 43.44054945, -4.8841982: 43.4387344, -5.06207279: 43.45869992, -5.12015428: 43.46777515, -5.15827026: 43.47866543, -5.24357746: 43.49863094, -5.42508213: 43.47866543, -5.46864326: 43.40969365, -5.57210092: 43.40061842, -5.77901625: 43.39897686, -5.84700527",https://gem.wiki/Santander–Oviedo_Gas_Pipeline,,
Soria–Villar de Arnedo Gas Pipeline,Enagás,operating,Spain,Gas,,,"41.66600056, -2.37899633:42.30397852, -2.0709879",https://gem.wiki/Soria–Villar_de_Arnedo_Gas_Pipeline,,
Tivisa–Villar de Arnedo Gas Pipeline,Enagás,operating,Spain,Gas,,,"42.304, -2.072: 42.279, -1.967: 42.123, -1.721: 42.064, -1.546: 41.955, -1.405: 41.804, -1.098: 41.731, -0.962: 41.643, -0.885: 41.635, -0.809: 41.448, -0.538: 41.306, -0.457: 41.219, -0.295: 41.191, -0.055: 41.146, 0.003: 41.141, 0.046: 41.156, 0.101: 41.115, 0.137: 41.132, 0.281: 41.157, 0.328: 41.076, 0.51: 41.058, 0.625: 41.046, 0.706",https://gem.wiki/Tivisa–Villar_de_Arnedo_Gas_Pipeline,,
Valladolid–Aranda Gas Pipeline,Enagás,operating,Spain,Gas,,,"41.65520015, -4.72369806:41.63995326, -4.62716693:41.64249043, -4.53329164:41.64756477, -4.39374729:41.63234175, -4.31255785:41.63995326, -4.18823652:41.64756477, -4.01063462:41.65771345, -3.89899914:41.67040266, -3.68919766",https://gem.wiki/Valladolid–Aranda_Gas_Pipeline,,
Villar de Arnedo–Haro Gas Pipeline,Enagás,operating,Spain,Gas,,,"42.56585294, -2.88230691: 42.54851453, -2.8612793: 42.54495779, -2.80614982: 42.48449319, -2.65498831: 42.43114207, -2.43447035: 42.38134769, -2.32954649: 42.34400191, -2.18016335: 42.30397926, -2.07098664",https://gem.wiki/Villar_de_Arnedo–Haro_Gas_Pipeline,,
Villar de Arnedo–Navarra Gas Pipeline,Enagás,operating,Spain,Gas,,,"42.6953897, -1.47607162: 42.30397959, -2.07098835",https://gem.wiki/Villar_de_Arnedo–Navarra_Gas_Pipeline,,
