project,status,owner,operator,output,size,coal_type,coal_grade,type,workforce,country,region,url,lat,lng
Guqiao Coal Mine,operating,"Huaihe Energy Holding Group Company (83%), China Cinda Asset Management Company (8%), National Energy Investment Group (3%), Others (6%)",Huainan Mining Group,9,822,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Guqiao_Coal_Mine,32.821408,116.545709
Haerwusu Surface Mine,operating,"National Energy Investment Group (69%), HKSCC Nominees Limited (17%), Others (14%)",China Shenhua Energy,35,1731,Lignite,thermal,surface,,China,East Asia,https://www.gem.wiki/Haerwusu_Surface_Mine,39.850563,111.329362
Halagou Coal Mine,operating,"National Energy Investment Group (69%), HKSCC Nominees Limited (17%), Others (14%)",China Shenhua Energy,16,516,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Halagou_Coal_Mine,39.232488,110.076802
Hanglaiwan Coal Mine,operating,"Shaanxi Youser Group (63%), Shaanxi Yanchang Petroleum Group (38%)",Shaanxi Youse Yulin Coal Industry Company,8,730,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Hanglaiwan_Coal_Mine,38.530798,109.871886
Hecaogou Coal Mine,operating,"Yan’an Energy and Chemincal Group (50%), China Coal (29%), HKSCC Nominees Limited (15%), Others (6%)",Yan'an Hecaogou Coal Industry Company,5,143,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Hecaogou_Coal_Mine,37.041071,109.666672
Hejiata Coal Mine,proposed,Ministry of Justice of PRC,Ministry of Justice of the People's Republic of China,1.8,150,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Hejiata_Coal_Mine,39.169374,110.355952
Hengshi Coal Mine,proposed,"Inner Mongolia Tianyu Innovation Investment Group (95%), Jiuquan Haohai Coal Chemical Company (5%)",Wuhai Hengshi Energy Industry Company,1.2,,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Hengshi_coal_mine,39.734791,106.887864
Hequ Jiuxian Coal Mine,operating,Shanxi Capital Investment Operation Company,Shanxi Coal Import & Export Group,8,231,Bituminous,thermal,surface,,China,East Asia,https://www.gem.wiki/Hequ_Jiuxian_Surface_Mine,39.140067,111.196655
Hesigewula South Surface Coal Mine,proposed,"China Guodian (51%), Inner Mongolia Jarud Banner Xingta Mining Industry Company (49%)",Inner Mongolia Xilinhe Coal Chemical Company,15,653,Lignite,thermal,surface,,China,East Asia,https://www.gem.wiki/Hesigewula_South_surface_mine,46.244498,119.243355
Hetaoyu Coal Mine,proposed,China Huaneng,China Huaneng Gansu Energy Development Company,8,1229.5,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Hetaoyu_mine,35.269947,107.946376
Hongdunzi No.1 Coal Mine,proposed,"SPIC Aluminum & Power Investment Company (76%), Ningxia State-Owned Capital Operation Group Compay (24%)",Ningxia Hongdunzi Coal Industry Company,2.4,,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Hongdunzi_No.1_Coal_Mine,38.471098,106.590641
Hongdunzi No.2 Coal Mine,proposed,"SPIC Aluminum & Power Investment Company (76%), Ningxia State-Owned Capital Operation Group Compay (24%)",Ningxia Hongdunzi Coal Industry Company,2.4,,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Hongdunzi_No.2_Coal_Mine,38.499659,106.601962
Hongjingta No.1 Coal Mine,operating,Yitai Group,Inner Mongolia Yitai Coal Group,6.1,22,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Hongjingta_No.1_Coal_Mine,39.458669,110.559449
Hongliulin Coal Mine,operating,"Shaanxi Coal and Chemical Industry Group (32%), Shenmu County State-owned Assets Operation Company (24%), Shaanxi Yulin Energy Group (25%), China Development Bank (19%)","Shaanxi Coal Group, Shenmu Hongliulin Mining Company",15,1266,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Hongliulin_Coal_Mine,38.935223,110.400815
Hongqinghe Coal Mine,operating,"Inner Mongolia Yitai Group (90%), Inner Mongolia Guanglian Minzu Economic Development Company (5%), Inner Mongolia Coal Field Geological Bureau (5%)",Inner Mongolia Yitai Guanglian Coal Chemical Company,15,2338.3,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Hongqinghe_coal_mine,39.292114,109.684071
Hongqingliang Coal Mine,operating,"Shanxi Zhongbo Real Estate Development Company (40%), Beijing Energy Group (37%), Shougang Group (1%), China Coal (1%)",Hangjinqi West Energy Development Company,6,810,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Hongqingliang_mine,39.875788,109.367767
Hongshan West Coal Mine,proposed,"State-Owned Assets Management Company Hangzhou Jinjiang Group (51%), Zhejiang Kangrui Investment Company (44%)",Xinjiang Zhongfu Mining Industry Company,1.2,88.95,Bituminous,thermal,underground,150,China,East Asia,https://www.gem.wiki/Hongshan_West_coal_mine,44.438297,84.766747
Hongshaquan No.1 Coal Mine,operating,National Energy Investment Group,Shenhua Xinjiang Qitai Energy,8,3676,Bituminous,thermal,surface,,China,East Asia,https://www.gem.wiki/Hongshaquan_No.1_Surface_Mine,44.499893,90.290051
Hongshaquan North Coal Mine,proposed,"Yima Coal Industry Group (60%), Beijing Lirui Investment Company (40%)",Zhonglian Runshi Xinjiang Coal Industry Company,4,374,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Hongshaquan_North_Surface_Mine,44.5192,90.3135
Hongshuliang Coal Mine,proposed,"Kailuan Group (60%), Inner Mongolia Shengli Resource Group (16%), Erdos Chunhui Forest Company (12%), Junggar Juli Cultivation Company (12%)",Inner Mongolia Kailuan Hongfeng Coal Company,5,415,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Hongshuliang_Coal_Mine,39.452624,111.290036
Hongsi Coal Mine,proposed,"Ningxia Baofeng Group (36%), Dongyi International Group (27%), Others (37%)",Ningxia Baofeng Group,2.4,194,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Hongsi_Coal_Mine,38.480866,106.613547
Huangling Jianzhuang Coal Mine,operating,"Shaanxi Coal and Chemical Industry Group (25%), China Huadian (21%), China Guodian (30%), Others (24%)",Shaanxi Coal Industry Group Huangling Jianzhuang Mining Company,5,183,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Huangling_Jianzhuang_Coal_Mine,35.390535,108.919611
Huangling No.1 Coal Mine,operating,Shaanxi Coal and Chemical Industry Group,Huangling Mining Company,6,286,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Huangling_No.1_Coal_Mine,35.656136,109.064794
Huangling No.2 Coal Mine,operating,"Shaanxi Coal and Chemical Industry Group (34%), Jiangsu Yueda Group (45%), Industrial and Commercial Bank of China (21%)",Shaanxi Huangling No.2 Coal Mine Company,8,558,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Huangling_No.2_Coal_Mine,35.661062,108.91871
Huangyuchuan Coal Mine,operating,"National Energy Investment Group (37%), Elion Group (49%), Others (14%)",Shenghua & Elion Energy Company,10,926,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Huangyuchuan_mine,39.720977,111.226666
Hujiahe Coal Mine,operating,"Shaanxi Coal and Chemical Industry Group (45%), China Development Bank (6%), Others (49%)",Shaanxi Binchang Hujiahe Mining Company,5,395,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Shaanxi_Hujiahe_Coal_Mine,35.149375,107.933254
Hulusu Coal Mine,operating,"China Coal (38%), Sinopec (38%), Shenergy (13%), Manshi Group (10%), Others (1%)",Zhongtian Hechuang Energy Company,13,1623.8,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Hulusu_coal_mine,39.047968,109.500809
Huojitu Well Of Daliuta Coal Mine,operating,"National Energy Investment Group (69%), HKSCC Nominees Limited (17%), Others (14%)",China Shenhua Energy,15,624,Subbituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Huojitu_Well_of_Daliuta_Coal_Mine,39.259312,110.224368
Huolinhe South Surface Mine,operating,"State Power Investment Corporation (SPIC) (39%), Huolinhe Coal Industry Group Company (26%), Others (35%)",Inner Mongolia Huolinhe Open-Pit Coal Industry Company,18,597,Lignite,thermal,surface,,China,East Asia,https://www.gem.wiki/South_surface_mine,45.496018,119.594395
Inner Mongolia Erlintu Coal Mine,proposed,"Inner Mongolia Huineng Coal and Electricity Group (55%), Shenmu Taide Energy Investment Company (17%), Inner Mongolia Kaiyuan Shiye Group (10%), Shendong Tianlong Group (9%), Erdos Jiuyuan Investment Company (2%), Others (7%)",Inner Mongolia Huineng Group Er Lin Tu Coal Company,8,913.24,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Inner_Mongolia_Erlintu_mine,39.217439,110.006028
Jiangjun Gebi No.2 Coal Mine,operating,"Tebian Electric Apparatus (TBEA) (86%), Xinjiang Joinworld Company (14%)",Xinjiang Tianchi Energy,10,3212,Bituminous,thermal,surface,,China,East Asia,https://www.gem.wiki/Jiangjun_Gebi_No.2_Surface_Mine,44.650514,90.12045
Jiangjun Gebi No.2 Coal Mine,proposed,"Tebian Electric Apparatus (TBEA) (86%), Xinjiang Joinworld Company (14%)",Xinjiang Tianchi Energy,10,3212,Bituminous,thermal,surface,,China,East Asia,https://www.gem.wiki/Jiangjun_Gebi_No.2_Surface_Mine,44.650514,90.12045
Jianyuan Coal Mine,proposed,Hongxing International Development Company,Otog Banner Jianyuan Coking Company,5,261,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Jianyuan_Coal_Mine,39.342871,106.995121
Jilangde Coal Mine,proposed,"China National Coal Group (46%), Ningbo Hesheng Group (20%), Xinjiang Coal Trading Center Company (10%), Others (24%)",Hami Hexiang Industry and Trade Company,3,225,Subbituminous,thermal,surface,250,China,East Asia,https://www.gem.wiki/Jilangde_open-pit_mine,44.181805,91.738652
Jingfu Bachigou Coal Mine,proposed,Fugu State-Owned Assets Management Bureau,Fugu State-owned Assets Management Bureau ,1.5,59,Anthracite,,underground,,China,East Asia,https://www.gem.wiki/Jingfu_Bachigou_Coal_Mine,39.053177,111.076716
Jinggong No.1 Coal Mine,operating,"China Coal (57%), HKSCC Nominees Limited (30%), (13%)",China Coal Pingshuo Group,10,122,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Jinggong_No.1_Coal_Mine,39.446524,112.361964
Jinggong No.3 Coal Mine,operating,"China Coal (57%), HKSCC Nominees Limited (30%), (13%)",China Coal Pingshuo Group,10,225,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Jinggong_No.3_Coal_Mine_(also_referred_as_Antaibao_Coal_Mine),39.539072,112.326699
Jining No.3 Coal Mine,operating,"Yankuang Group (46%), HKSCC Nominees Limited (40%), Others (14%)",Yanzhou Coal Mining Company,6.5,121,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Jining_No.3_Coal_Mine,35.274389,116.667245
Jinjie Coal Mine,operating,"National Energy Investment Group (49%), State Grid Corporation of China (30%), Others (21%)",Shaanxi Guohua Jinjie Energy,18,1578,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Jinjie_coal_mine,38.742365,110.171171
Jinjitan Coal Mine,proposed,"Yankuang Group (62%), Shaanxi Yanchang Petroleum Group (19%), Jiaxing Dejian Investment Partnership (5%), Others (14%)",Shaanxi Future Energy Chemical Company,7,898,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Jinjitan_Coal_Mine,38.506707,109.819371
Jinjitan Coal Mine,operating,"Yankuang Group (62%), Shaanxi Yanchang Petroleum Group (19%), Jiaxing Dejian Investment Partnership (5%), Others (14%)",Shaanxi Future Energy Chemical Company,8,898,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Jinjitan_Coal_Mine,38.506707,109.819371
Jinneng Coal Mine,proposed,"China Huadian (49%), Shanxi Coking Coal Group (30%), China Cinda Asset Management Company (20%), China Construction Bank Corporation (1%)",Huozhou Coal and Electricity Group Jinneng Coal Industry Company,1.2,240,Bituminous,met,underground,,China,East Asia,https://www.gem.wiki/Jinneng_coal_mine,38.401258,112.022623
Kabuqi Coal Mine,proposed,Inner Mongolia Tianyu Innovation Investment Group,Wuhai Wenming Mining Company,1.2,9.9,Subbituminous,thermal,surface,,China,East Asia,https://www.gem.wiki/Kabuqi_open-pit_coal_mine,39.623996,106.892109
Kouzi East Coal Mine,operating,"China Coal (30%), Guohua Energy Company (7%), Anhui Xinji Coal and Electricity Group (7%) China COSCO Shipping (56%)",China Coal Xinji Energy,5,382,Bituminous,thermal_and_met,underground,,China,East Asia,https://www.gem.wiki/Kouzi_East_Coal_Mine,32.833342,116.162687
Liang Bei Coal Mine,proposed,"Henan Shenhuo Group Company (24%), Shangqiu Oriental Investment Company (14%), Others (62%)",Henan Xuchang Xinlong Mine Industry Company,1.3,131.77,Bituminous,thermal,underground,3500,China,East Asia,https://www.gem.wiki/Liang_Bei_coal_mine,34.090606,113.464711
Liangbei No.2 Mine,proposed,China Pingmei Shenma Group,China Pingmei Shenma Group,1.2,102.49,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Liangbei_No.2_Mine,34.093458,113.515956
Liangshuijing Coal Mine,operating,"Shaanxi Investment Group (47%), Shaanxi Yulin Energy Group Huisen Investment and Management (5%), National Energy Investment Group (30%), Shenmu State-owned Assets Operation Company (17%), Others (1%)",Shenmu Huisen Liangshuijing Mining Company,8,407,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Liangshuijing_Coal_Mine,38.794192,110.246348
Libi Coal Mine,proposed,"China Coal (51%), Shanxi Coking Coal Group (49%)",Guotou Jincheng Energy Investment Company,4,154,Anthracite,,underground,,China,East Asia,https://www.gem.wiki/Libi_Coal_Mine,35.695959,112.289351
Lijiahao Coal Mine,operating,National Energy Investment Group,Shenhua Group Baotou Mining Company,6,607,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Lijiahao_Coal_Mine,39.738114,110.024669
Lingbei Coal Mine,proposed,"Shanxi Coking Coal Group (59%), China Cinda Asset Management Company (36%), China Huarong Asset Management Company (2%), China Construction Bank (2%), Others (1%)",Shanxi Fenxi Mining (Group) Company,2.4,219.67,Bituminous,met,underground,,China,East Asia,https://www.gem.wiki/Lingbei_Coal_Mine,36.943231,111.710691
Lingdong Coal Mine,operating,China Huaneng,Zhalainuo'er Coal Industry Company,6.5,654,Lignite,thermal,underground,,China,East Asia,https://www.gem.wiki/Lingdong_Coal_Mine,49.393174,117.766854
Liushenyu Coal Mine,proposed,Shanxi Tongzhou Coal and Coke Group,Shanxi Tongzhou Group Liushenyu Coal Industry Company,1.2,46,Bituminous,,underground,150,China,East Asia,https://www.gem.wiki/Liushenyu_coal_mine,36.592988,112.209382
Liuzhuang Coal Mine,operating,"China Coal (30%), Guohua Energy Company (7%), Anhui Xinji Coal and Electricity Group (7%), Others (55%)",China Coal Xinji Energy,11.4,623,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Liuzhuang_Coal_Mine,32.805365,116.285412
Longwan Coal Mine,proposed,"Shanxi Jincheng Anthracite Coal Industry Group (44%), Yangquan Coal Industry Group (18%), Yangcheng County Yangtai Group (21%), Shanxi Yujin Trading Company (9%), Shanxi Juhuang Century Investment Company (6%), Others (2%)",Shanxi Jinmei Qinxiulong Bay Energy Company,4,395,Anthracite,,underground,50,China,East Asia,https://www.gem.wiki/Longwan_coal_mine,35.581287,112.222324
Longwanggou Coal Mine,operating,"China Datang Corporation (51%), Luen Mei Group (49%)",Ordos Guoyuan Mining Development Company,10,788,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Longwanggou_mine,39.810538,111.214212
Lu'an Wangzhuang Coal Mine,operating,Shanxi Lu’an,Shanxi Lu'an Environmental Energy Development Company,7.1,267,Bituminous,met,underground,,China,East Asia,https://www.gem.wiki/Lu%27an_Wangzhuang_Coal_Mine,36.373933,113.01989
Luntai Yangxia Coal Mine,proposed,"Xinjiang Shenxin Development Company (67%), Trade Union Committee (33%)",Xinjiang Shenxin Development Company,1.2,180,Bituminous,thermal,underground,550,China,East Asia,https://www.gem.wiki/Luntai_Yangxia_coal_mine,41.962115,84.53258
Luotuoshan Coal Mine,proposed,National Energy Investment Group,Shenhua Group Haibowan Mining Company,1.5,,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Luotuoshan_Coal_Mine,39.562707,106.91727
Madaotou Coal Mine,proposed,"Shanxi State-Owned Capital Investment Operation Company (61%), China Cinda Asset Management Company (30%), Others (9%)",Datong Coal Mining Group Company,10,1527,Lignite,thermal,underground,,China,East Asia,https://www.gem.wiki/Madaotou_coal_mine,39.840587,112.655069
Majialiang Coal Mine,operating,Datong Coal Mining Group,Datong Coal Mine Group Xuangang Coal and Electricity Company,10,1299,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Majialiang_Coal_Mine,39.179446,112.420825
Manglai Surface Coal Mine,proposed,"China Reform Holdings Company (18%), China Coal (14%), China Chengtong Holding Company (10%), National Energy Investment Group (7%), Cathay Olympic Investment Company (49%), Others (2%)",China Railway Resources Sunitezuoqi Manglai Surface Mine Company,4.1,250,Lignite,thermal,surface,,China,East Asia,https://www.gem.wiki/Manglai_Surface_Mine,48.471115,116.483529
Maomaoshan Coal Mine,proposed,"Jinneng Group (26%), China Guodian (24%), Xinglonggou Village Committee (24%), Shanxi Yuehua Xingsheng Energy Investment Company (24%), Others (2%)",Shanxi Coal Transportation Group Maomaoshan Coal Industry Company,1.8,154.68,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Maomaoshan_Coal_Mine,39.843424,112.871495
Mayixi No.1 Coal Mine,proposed,"Guizhou Panjiang Coal Power Group (42%), Yankuang Group (8%), Guangdong Yuedian Holdings West Investment Company (11%), Guangdong Yuedian Group (8%), China Southern Power Grid Company (1%), Guizhou Coalfield Geology Bureau (6%), Others (24%)",Guizhou Panjiang Mayi Coal Industry Company,2.4,218.69,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Mayixi_No.1_Coal_Mine,25.530431,104.691777
Meihuajing Coal Mine,operating,"National Energy Investment Group (51%), Ningxia State-Owned Capital Operation Group (49%)",Shenhua Ningxia Coal Group,12,1433,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Meihuajing_Coal_Mine,38.096785,106.718029
Mengcun Coal Mine,proposed,"Shaanxi Coal and Chemical Industry Group (45%), China Development Bank (6%), Others (49%)",Shaanxi Binchang Mengcun Mining Group,6,558,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Mengcun_Coal_Mine,35.146834,107.933183
Menkeqing Coal Mine,operating,"China Coal (38%), Sinopec (38%), Shenergy (13%), Manshi Group (10%), Others (1%)",Zhongtian Hechuang Energy Company,12,1510.2,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Menkeqing_mine,38.901778,109.538887
Minda Surface Mine,operating,Ordos Minda Coal Company,Ordos Minda Coal Company,5,,Subbituminous,thermal,surface,,China,East Asia,https://www.gem.wiki/Minda_Surface_Mine,39.833503,110.142382
Muduchaideng Coal Mine,proposed,"China Coal (66%), Inner Mongolia Boyuan Holdings Group (11%), Others (23%)",Erdos Yihua Mining Resources Company,6,705,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Muduchaideng_Coal_Mine,38.837173,109.468665
Nalin River No.2 Coal Mine,proposed,"China Coal (66%), Inner Mongolia Boyuan Holdings Group (11%), Others (23%)",Wushenqi Mengda Mining Company,8,686,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Nalin_River_No.2_mine,38.060343,108.973298
Nalinmiao No.2 Well Coal Mine,operating,Yitai Group,Inner Mongolia Yitai Coal Group,5,35,Bituminous,thermal,underground,,China,East Asia,"https://www.gem.wiki/Nalinmiao_Coal_Mine,_No.2_Well",39.365488,110.607263
Nayuan Surface Coal Mine,operating,"Ordos Bayin Mengke Investment Group (65%), Shanghai Haihao Investment and Development Company (25%), Others (10%)",Ordos Bayin Mengke Nayuan Coal Company,5,122,Bituminous,thermal,surface,,China,East Asia,https://www.gem.wiki/Nayuan_Surface_Mine,39.802754,110.171386
Niaoshan Coal Mine,proposed,Heilongjiang Longmay Mining Holding Group,Heilongjiang Longmei Mining Group Hegang Company,1.2,88,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Niaoshan_Coal_Mine,47.311077,130.358064
Ningfa No.2 Coal Mine,proposed,Liang Fuye,Inner Mongolia Ningfa Mining Company,1.2,,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Ningfa_No.2_coal_mine,39.25407887,106.2044189
Ningtiaota Coal Mine,operating,"Shaanxi Coal and Chemical Industry Group (32%), Yulin State-owned Capital Operation and Management Company (25%), Shenmu City State-owned Assets Operation Company (24%), Others (19%)","Shaanxi Coal Group, Shenmu Ningtiaota Mining Company",18,1645,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Ningtiaota_coal_mine,39.030282,110.250253
Ningxia Hongliu Coal Mine,operating,"National Energy Investment Group (51%), Ningxia State-Owned Capital Operation Group (49%)",Shenhua Ningxia Coal Group ,8,1188.1,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Ningxia_Hongliu_mine,37.883204,106.7576
Ningxia Yong'an Coal Mine,proposed,"Shougang Group (51%), Shanghai Sunshine Investment Group (49%)",Ningxia Sunshine Mining Company,1.2,113,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Ningxia_Yong%27an_Coal_Mine,37.423516,106.595505
Nongnaimiao Luxin Coal Mine,proposed,"Shandong Energy Group Company (66.6%), Shanghai Zhixin Electric Company (25%), China Southern Power Grid Company (8%), Others (1%)",Inner Mongolia Luxin Energy Development Company,5,479,Lignite,thermal,underground,150,China,East Asia,https://www.gem.wiki/Nongnaimiao_Luxin_coal_mine,45.654191,119.144472
Pangpangta Coal Mine,proposed,"Shanxi Coking Coal Group (58%), China Cinda Asset Management Company (36%), China Construction Bank (4%)",Huozhou Coal Power Group Lu Ling Eenergy and Chemical Company,7,894,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Pangpangta_Coal_Mine,37.998811,111.13841
Pingshuo East Coal Mine,operating,China Coal,China Coal Energy Holding Company,20,1459,Subbituminous,thermal,surface,,China,East Asia,https://www.gem.wiki/Pingshuo_East_open-pit_mine,39.550649,112.442337
Qianjiaying Coal Mine,operating,Kailuan Group,Kailuan Group,5.7,254,Bituminous,met,underground,,China,East Asia,https://www.gem.wiki/Qianjiaying_Coal_Mine,39.599037,118.364658
Qiketai Mining Area Resource Integration Zone No. 1 Coal Mine,proposed,Wang Xiaoyong,Shanshan County Taixin Kunde Coal Industry Company,1.5,,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Qiketai_Mining_Area_Resource_Integration_Zone_No._1_Integrated_Mine,42.996408,90.654712
Qingchunta Coal Mine,operating,"Guangdong Hanjian Holding Company (94%), Shanghai Chengrui Investment Company (6%)",Inner Mongolia Pearl River Investment Company,6,583,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Qingchunta_mine,39.476108,111.32351
Qinghua No.7 Coal Mine,proposed,China Kingho Energy Group,Qinghua Group Yili Mining Investment Company,3,1383,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Qinghua_No.7_coal_mine,44.004615,81.380651
Qingshuiying Coal Mine,operating,"National Energy Investment Group (51%), Ningxia State-Owned Capital Operation Group (49%)",Shenhua Ningxia Coal Group,5,749,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Qingshuiying_Coal_Mine_(Phase_1_Project),38.125694,106.728935
Qipanjing Anli Coal Mine,proposed,"Hongsen Investment Management Company (94%), Sanya Hongsen Investment Management Company (6%)",Erdos Hongsen Mining Company,1.2,6.57,Bituminous,met,surface,,China,East Asia,https://www.gem.wiki/Qipanjing_Anli_coal_mine,39.424032,107.063818
Qiyuan Coal Mine,proposed,"Shanxi State-Owned Capital Investment Operation Company (60%), China Cinda Asset Management Company (34%), Shanxi Coking Coal Group (5%), Others (1%)",Yangquan Coal Industry Group Qiyuan Coal Industry Company,5,653,Anthracite,,underground,150,China,East Asia,https://www.gem.wiki/Qiyuan_coal_mine,37.887028,113.24403
Runtian Coal mine,proposed,"Xinjiang Energy Group (51%), Ma Yulong (34%), Huang Li'an (15%)",Xinjiang Runtian Technology Development Company,1.2,,Bituminous,,underground,50,China,East Asia,https://www.gem.wiki/Runtian_coal_mine,43.073664,88.248914
Sandaogou Coal Mine,operating,"National Energy Investment Group (70%), Shaanxi Coal and Chemical Industry Group (30%)",Shaanxi Deyuan Fugu Energy Company,9,927,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Fugu_Sandaogou_Coal_Mine,39.218384,110.774205
Sanjiao No.1 Coal Mine,proposed,"Shanxi State-Owned Capital Investment and Operation Company (80%), China Development Bank Capital (10%), China Cinda Asset Management (8%), Others (2%)",Shanxi Jinmei Taigang Energy Company,6,567,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Sanjiao_No.1_Coal_Mine,37.786314,111.066045
Selian No.1 Coal Mine,operating,"Datong Coal Mining Group (29%), Inner Mongolia Erdos Investment Group (30%), Zhejiang Energy Group (19%), Others (22%)",Inner Mongolia Erdos Mining Investment Company,5,387,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Selian_No.1_Coal_Mine,39.866469,109.844292
Selian No.2 Coal Mine,operating,"Huaihe Energy Holding Group Company (62%), China Cinda Asset Management Company (6%), National Energy Investment Group (1%), Hawaii Motor (30%), Others (1%)",Ordos Zhongbei Coal Chemical Company,8,73,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Selian_No.2_Coal_Mine,39.866482,109.843954
Shaanxi Caojiatan Coal Mine,proposed,"Shaanxi Coal and Chemical Industry Group (51%), Shaanxi Financial Holding Group (23%), Yulin City Yuyang District Energy Investment Company (12%), Yulin State-Owned Asset Operation and Management Company (8%), Shenmu County State-Owned Asset Management Company (5%)",Shaanxi Coal Caojiatan Mining Company,7,1367.2,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Shaanxi_Caojiatan_coal_mine,38.556704,109.898777
Shaanxi Caojiatan Coal Mine,operating,"Shaanxi Coal and Chemical Industry Group (51%), Shaanxi Financial Holding Group (23%), Yulin City Yuyang District Energy Investment Company (12%), Yulin State-Owned Asset Operation and Management Company (8%), Shenmu County State-Owned Asset Management Company (5%)",Shaanxi Coal Caojiatan Mining Company,8,,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Shaanxi_Caojiatan_coal_mine,38.556704,109.898777
Shaanxi Hujiahe Coal Mine,operating,"Shaanxi Coal and Chemical Industry Group (45%), China Development Bank (6%), Others (49%)",Shaanxi Binchang Mining Group,5,395,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Shaanxi_Hujiahe_Coal_Mine,35.149375,107.933254
Shahaiji No.1 Coal Mine,operating,China Energy Investment Corporation ,State Grid Energy Hefeng Coal Power Company,5,490,Bituminous,,underground,450,China,East Asia,https://www.gem.wiki/Shahaiji_No.1_coal_mine,46.553039,86.205922
Shajihai No.2 Coal Mine,operating,National Energy Investment Group,State Grid Energy Hefeng Coal and Electricity Company,5,470,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Shahaiji_No.1_coal_mine,46.553039,86.205922
Shaliang Coal Mine,proposed,"Shaanxi Coal and Chemical Industry Group (43%), Fugu State-Owned Assets Operation Company (40%), Fugu Dongyuan Coking Coal Company (10%), Shenmu Xinsheng Coking-Coal & Chemical Company (7%)",Shaanxi Yongxin Mining Company,1.2,96,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Shaliang_Coal_Mine,39.237352,110.663704
Shanghaimiao Changcheng No.1 Coal Mine,proposed,"Shandong Energy (43%), Yingda International Trust Company (22%), China Huadian (17%), Others (18%)",Otog Front Banner Great Wall Coal Mine Company,1.2,132.43,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Shanghaimiao_Changcheng_No.1_Coal_Mine,38.268543,106.552558
