project,status,owner,operator,output,size,coal_type,coal_grade,type,workforce,country,region,url,lat,lng
Phularitand Coal Mine,operating,Coal India,"Bharat Coking Coal Limited,",2.7,53,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Phularitand_mine,23.782,86.2229
Piparwar Coal Mines,operating,Coal India,Central Coalfields Limited (CCL),4.3,,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Piparwar_coal_mines,23.724268,85.037525
Prakasham Khani II Coal Mine,operating,Coal India,Singareni Collieries Company Limited (SCCL),5,17,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Prakasham_Khani_coal_mines,17.9406,80.772
Prakasham Khani IV Coal Mine,operating,Coal India,Singareni Collieries Company Limited,3,17,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Prakasham_Khani_coal_mines,17.9391,80.7784
Purnadih Coal Mine,operating,Coal India,Central Coalfields Limited (CCL),2,58,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/North_Karanpura_coal_mines,23.7083,84.9861
Rabodh Coal Mine,proposed,Rashtriya Ispat Nigam,Rashtriya Ispat Nigam,2.5,46,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Rabodh_coal_mine,23.727729,85.409253
Radhikapur (East) Coal Mine,proposed,EMIL Mines and Minerals Resources,EMIL Mines and Minerals Resources,5,176,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Radhikapur_(East)_coal_mine,20.966577,84.900043
Radhikapur (West) Coal Mine,proposed,Vedanta Resources Limited,Vedanta,6,312,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Radhikapur_(West)_coal_mine,20.983213,84.883482
Rajappa Coal Mine,operating,Coal India,Central Coalfields Limited (CCL),1.4,78,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Rajrappa_coal_mine,23.621,85.6878
Rajapur Opencast Coal Mine,operating,Coal India,"Bharat Coking Coal Limited,",2.2,59,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Cluster_No._7_(BCCL),23.75592983,86.42099724
Rajmahal Coal Mine,operating,Coal India,Eastern Coalfields Limited (ECL),17.4,3211,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Rajmahal_coal_mines,25.038,87.3538
Ramagundam I Coal Mine,operating,Coal India,Singareni Collieries Company Limited (SCCL),4.6,61,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Ramagundam_I_coal_mine,18.666357,79.539274
Ramagundam II Coal Mine,operating,Coal India,Singareni Collieries Company Limited,2.4,107,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Ramagundam_II_coal_mine,18.6782,79.5406
Ramagundam III Coal Mine,operating,Coal India,Singareni Collieries Company Limited,2.6,224,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Ramagundam_III_coal_mine,18.6976,79.5352
Ramagundam III Coal Mine,operating,Coal India,Singareni Collieries Company Limited (SCCL),4.2,130,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Ramagundam_OC-III_coal_mine,18.7111,79.5158
Ravindra Khani Coal Mine,operating,Coal India,Singareni Collieries Company Limited,2,9.8,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Ravindra_Khani_New_Tech_coal_mine,18.92721975,79.4894936
Religara Coal Mine,operating,Coal India,Central Coalfields Limited (CCL),1.4,,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Argada_coal_mines,23.8617,85.5569
Rohini Coal Mine,operating,Coal India,Central Coalfields Limited (CCL),2.9,87,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/North_Karanpura_coal_mines,23.685074,84.989074
Rohini Coal Mine,proposed,Coal India,Central Coalfields Limited (CCL),2.7,8,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/North_Karanpura_coal_mines,23.685074,84.989074
Rohini Karkatta Coal Mine,proposed,Coal India,Central Coalfields Limited (CCL),10,,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/North_Karanpura_coal_mines,23.685074,84.989074
Rohne Coal Mine,proposed,Rohne Coal Company Limited,Rohne Coal Company Limited,8,52,Bituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Rohne_coal_mine,23.784197,85.309898
Samaleswari Coal Mine,operating,Coal India,Mahanadi Coalfields Limited (MCL),4.6,158,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Ib_Valley_coal_mines,21.805789,83.903847
Sanghmitra Coal Mine,proposed,Coal India,Central Coalfields Limited (CCL),20,,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Magadh_Amrapali_coal_mines,23.889479,85.00171
Sarisatolli Coal Mine,operating,Calcutta Electric Supply Corporation Limited,Calcutta Electric Supply Corporation Limited,1.9,83,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Sarisatolli_coal_mine,23.8012,87.0356
Sasti Coal Mine,operating,Coal India,Western Coalfields Limited,1.7,,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Sasti_coal_mine,19.8125,79.3167
Selected Dhori Group of Mines,operating,Coal India,Central Coalfields Limited (CCL),2.2,,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Bokaro_and_Kargali_coal_mines,23.775,85.5417
Sendra Bansjora Coal Mine,operating,Coal India,"Bharat Coking Coal Limited,",1.2,,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Cluster_No._5_(BCCL),23.7875,86.3472
Siarmal Coal Mine,proposed,Coal India,Mahanadi Coalfields Limited (MCL),50,1548,Lignite,thermal,surface,2995,India,South Asia,https://www.gem.wiki/Siarmal_coal_mine,22.043469,83.733619
Singhori Coal Mine,operating,Coal India,Western Coalfields Limited,1.1,12,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Singhori_coal_mine,21.2657,79.1622
Sonepur Bazari Coal Mine,operating,Coal India,Eastern Coalfields Limited (ECL),11.1,180,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Sonepur_Bazari_mine,23.688231,87.223763
Srirampur II Coal Mine,operating,Coal India,Singareni Collieries Company Limited,3,56,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Srirampur_OC-II_coal_mine,18.8278,79.5042
Tadicherla Coal Mine,operating,Telangana State Power Generation Corporation Limited,Telangana State Power Generation Corporation Limited,1.7,48,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Tadicherla_Mines,18.523763,79.749677
Tadkeshwar Lignite Mine,operating,Gujarat Mineral Development Corporation,Gujarat Mineral Development Corporation,1.3,8,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Tadkeshwar_Lignite_Mine,21.357159,73.06986
Takli-Jena-Bellora (North & South) Coal Mines,proposed,Aurobindo Reality and Infrastructure,Aurobindo Reality and Infrastructure,1.5,117,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Takli-Jena-Bellora_(North_%26_South)_coal_mines,20.180728,79.083289
Talabira Coal Mines,operating,Neyveli Lignite Corporation (NCL India Limited),Neyveli Lignite Corporation (NCL India Limited),20,554,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Talabira_coal_mines,21.734804,83.989432
Talaipalli Coal Mine,operating,NTPC,NTPC,18.7,844,Subbituminous,thermal,underground_and_surface,,India,South Asia,https://www.gem.wiki/Talaipalli_coal_mine,22.17758,83.355201
Tara (East & West) Coal Mine,proposed,West Bengal Power Development Corporation Limited,West Bengal Power Development Corporation Limited,4,18,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Tara_(East_%26_West)_coal_mine,23.45338,87.23919
Tetariakhar Coal Mine,operating,Coal India,Central Coalfields Limited (CCL),1.2,16,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Rajhara_coal_mines,23.809,84.8458
Tokisud North Coal Mine,proposed,NDMC,NMDC,2.3,93,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Tokisud_North_coal_mine,23.701,85.231
Tubed Coal Mine,proposed,"Aditya Birla Group, Tata Group","Hindalco Industries (HIL), Tata Power",6,166,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Tubed_coal_mine,23.82119,84.57721
Ukni Deep Coal Mine,operating,Coal India,Western Coalfields Limited,1.4,24,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Ukni_Deep_OC_Mine,20.0292,79.0546
Umarsar Coal Mine,operating,Gujarat Mineral Development Corporation,Gujarat Mineral Development Corporation,1.4,15,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Umarsar_coal_mine,23.72377,68.837769
Umrer Coal Mine,operating,Coal India,Western Coalfields Limited (WCL),4.9,12,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Umrer_Coal_Mine,20.845833,79.271666
Urma Paharitola Coal Mine,proposed,Aurobindo Reality and Infrastructure,Aurobindo Reality and Infrastructure,10,,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Urma_Paharitola_coal_mine,24.499941,87.500032
West Bokaro Coal Mine,operating,Tata Group (50%) Coal India (50%),"Tata Steel, Coal India",5.3,,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/West_Bokaro_coal_mine_(Tata),23.7927473,85.55423096
ABB Coal Mine,operating,"United Tractors, Tbk",Asmin Bara Bronang,5,65,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Asmin_Bara_Bronang_coal_mine,-0.989742,114.416514
ABK Coal Mines,operating,Anugerah Bara Kaltim,Anugerah Bara Kaltim,6,,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Anugerah_Bara_Kaltim_coal_mines,-0.430956,117.268994
ABN Coal Mine,operating,Toba Sejahtra,Adminitra Baratama Nusantara,3.7,117,Subbituminous,,surface,,Indonesia,South East Asia,https://www.gem.wiki/Adminitra_Baratama_Nusantara_coal_mine,-0.687029,117.243974
ABP Coal Mine,operating,Silvi Agustina (84%),Alamjaya Bara Pratama,4,14,Subbituminous,,surface,,Indonesia,South East Asia,https://www.gem.wiki/Alamjaya_Bara_Pratama_(ABP)_coal_mine,-0.595281,116.975981
AGM Coal Mine,operating,Baramulti Suksessarana Tbk,Antang Gunung Meratus,9.7,,Lignite,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Antang_Gunung_Meratus_(AGM)_coal_mine,-2.889157,115.259809
Agung Bara Prima Coal Mine,operating,United Tractors Tbk,Agung Bara Prima,1,8,Subbituminous,,surface,,Indonesia,South East Asia,https://www.gem.wiki/Agung_Bara_Prima_coal_mine,-1.120132,114.474622
Anzawara Satria Coal Mine,operating,Anzawara Satria,Petorsea,7,,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Anzawara_Satria_coal_mine,-3.730729,115.611243
Asam-Asam Coal Mine,operating,Bumi Resources,Arutmin Indonesia,9.2,112,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Asam_Asam_coal_mine,-3.877627,115.110224
Balangon Coal Mine,operating,Adaro Group,Balangon Coal Companies,4.7,,Subbituminous,,surface,,Indonesia,South East Asia,https://www.gem.wiki/Balangon_coal_mines,-2.354545,115.604525
Batulicin Coal Mine,operating,Bumi Resources,Arutmin Indonesia,5.9,60,Lignite,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Batulicin_coal_mine,-3.256975,116.019495
Bharinto Ekatama Coal Mine,operating,Indo Tambangraya Megah Tbk,Bharinto Ekatama,3,152,Subbituminous,,surface,,Indonesia,South East Asia,https://www.gem.wiki/Bharinto_Ekatama_coal_mine,-0.581028,115.706
BIB Coal Mine,operating,Global Energy Mines,Boneo Indobara,28,591,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Boneo_Indobara_coal_mine,-3.700239,115.559833
Binungan Coal Mine,operating,Berau Coal Energy,Berau Coal Energy,9.3,360,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Binungan_coal_mine,2.036798,117.45344
BRE Coal Mine,operating,"Triputra Group (99%), Hanur Group (1%)",Bhumi Rantau Energi,6,100,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Bhumi_Rantau_Energi_coal_mine,-2.944753,115.225696
Bumi Barito Mineral Coal Mine,operating,Cokal,Bumi Barito Mineral,2,264,Subbituminous,,surface,,Indonesia,South East Asia,https://www.gem.wiki/Bumi_Barito_Mineral_coal_mine,-0.370821,114.067904
BUPR Coal Mine,proposed,eForce Holdings,Bara Utama Persada Raya,1.8,26,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Bara_Utama_Persada_Raya_(BUPR)_coal_mine,-1.724352,115.191323
Cahaya Energi Mandiri Coal Mine,operating,Cahaya Tiara Group,Cahaya Energi Mandiri,2.3,9.5,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Cahaya_Energi_Mandiri_coal_mine,-0.542138,117.190729
DGL Coal Mine,operating,"Energi Batubara Indonesia, Explotasi Energi Indonesia",Dwi Guna Laksana,6,31,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Dwi_Guna_Laksana_coal_mine,-3.943623,114.855295
DMC Coal Mine,proposed,Risjadson Development,Delma Mining Corporation,5,475,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Delma_Mining_Corporation_coal_mine,2.881242,116.982546
Fajar-Tabang-Brian Coal Mines,operating,Bayan Resources,Bara Tabang,22.7,262,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Fajar_Tabang_Brian_coal_mines,0.550906,116.126335
GAM Coal Mine,proposed,"LG International (50%), Titan Infra Energy (50%)",Ganda Alam Makmur,20,539,Bituminous,,surface,,Indonesia,South East Asia,https://www.gem.wiki/Ganda_Alam_Makmur_(GAM)_coal_mine,1.142666,117.873624
IBP Coal Mine,proposed,Indo Bara Pratama,Indo Bara Pratama,5,120,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Indo_Bara_Pratama_coal_mine,-0.381553,117.268169
IBP Coal Mine,operating,Resource Alam Indonesia,Insani Baraperkasa,3.7,42,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Insani_Baraperkasa_coal_mine,-0.320587,117.084636
Indexim Coalindo Coal Mine,operating,Indexim Coalindo,Indexim Coalindo,9.2,613,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Indexim_Coalindo_coal_mine,0.894663,117.80553
Indexim Coalindo Coal Mine,proposed,Indexim Coalindo,Indexim Coalindo,13.8,613,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Indexim_Coalindo_coal_mine,0.894663,117.80553
Indominco Mandiri Coal Mine,operating,Indo Tambangraya Megah Tbk,Indominco Mandiri,12.4,60,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Indominco_Mandiri_coal_mine,0.145964,117.291968
Jangkar Prima Coal Mine,operating,Bajaj Group,Jangkar Prima,10,20,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Jangkar_Prima_coal_mine,-2.252444,111.540529
Jembayan Coal Mine,operating,Sakari Resources,Jembayan Muarabara,10,137,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Jembayan_coal_mine,-0.196807,117.132998
Karyan Manunggal Coal Mine,proposed,Atlas Resources,Karya Manunggal,5,100,Anthracite,,surface,,Indonesia,South East Asia,https://www.gem.wiki/Karyan_Manunggal_coal_mine,-2.401824,137.84932
Kintap Coal Mine,operating,Bumi Resources,Arutmin Indonesia,8.2,203,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Kintap_coal_mine,-3.86281,115.186712
KPC Operation Coal Mine,operating,Bumi Resources,Kaltim Prima Coal o,60.9,1160,Bituminous,thermal_and_met,surface,,Indonesia,South East Asia,https://www.gem.wiki/Bengalon_coal_mine,0.823979,117.599032
Lati Coal Mine,operating,Berau Coal Energy,Berau Coal Energy,10,101,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Lati_coal_mine,2.219299,117.604699
LCP Coal Mine,operating,Astring Mining Resources and Proling Cipta Nusantara,Lestari Cipta Persada,7.2,90,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Lestari_Cipta_Persada_coal_mine,-3.422497,116.0001
Mantimin Coal Mine,proposed,"Bangun Asia Persada (95%), Hansur Jaya Tambang (5%)",Mantimin Coal Mining,5,55,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Mantimin_coal_mine#Location,-2.610055,115.525971
MHU Coal Mine,operating,Prviate Resources Limited,Multi Harapan Utama,9.1,592,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Multi_Harapan_Utama_coal_mine,-0.534905,117.032835
Mifa Bersaudara Coal Mine,operating,Media Djaya Bersama,Mifa Bersaudara,10,220,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Mifa_Bersaudara_coal_mine,4.202094,96.236746
MIP Adaro Coal Mine,proposed,Adaro Group,Mustika Indah Permai,1,254,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Mustika_Indah_Permai_coal_mine,-3.800844,103.40783
MIP Coal Mine,operating,Prima Andalan Mandiri,Mandiri Intiperkasa,5.6,,Lignite,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Mandiri_Intiperkasa_coal_mine,3.290274,117.608774
Pakar North Coal Mine,proposed,Bayan Resources,Kangaroo Resource,9,911,Lignite,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Parkar_North_coal_mine,0.576564,116.019118
Paringin Coal Mine,operating,Adaro Group,Adaro Indonesia,6,18,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Paringin_coal_mine,-2.204484,115.527798
Pasir Coal Mine,operating,Indika Energy,Kideco Jaya Agung,34.6,537,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Pasir_coal_mine,-1.890937,115.871586
PCS Coal Mine,operating,PAM Group,Paramitha Cipta Sarana,3,,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/PCS_coal_mine,-6.175735,106.884179
PIK Coal Mine,operating,Bayan Resources,Perkasa Inakakerta,1.4,51,Subbituminous,,surface,,Indonesia,South East Asia,https://www.gem.wiki/PIK_coal_mine,0.788681,117.678449
PTBA Coal Mines,operating,Bukit Asam (Persero),Bukit Asam (Persero),27.3,3334,Bituminous,thermal_and_met,underground_and_surface,,Indonesia,South East Asia,https://www.gem.wiki/Bukit_Asam_(Persero)_coal_mines,-3.739981,103.768323
PTKR Coal Mine,proposed,Realm Resources Limited,Katingan Ria,3,27,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/PTKR_coal_mine,-0.867972,112.588726
Putri Ahdadia Coal Mine,operating,Putri Ahdadia,Putri Ahdadia,3,,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Putri_Ahdadia_coal_mine,-3.826105,115.000448
REM Coal Mine,operating,Rimau Energy Mining,,1,30,Subbituminous,,surface,,Indonesia,South East Asia,https://www.gem.wiki/REM_coal_mine,-2.021052,115.154141
Sambarata Coal Mine,operating,Berau Coal Energy,Berau Coal Energy,5,59,Subbituminous,thermal,surface,,Indonesia,South East Asia,https://www.gem.wiki/Sambarata_coal_mine,2.165436,117.411245
